composition,formation_energy (eV/atom),mode_AtomicWeight,max_Electronegativity,avg_Electronegativity,dev_Electronegativity,sum_Electronegativity,mode_Row,mode_GSvolume_pa,mode_CovalentRadius,range_Electronegativity,avg_Column,dev_NpUnfilled,mode_MendeleevNumber,mode_MeltingT,mode_Number,min_CovalentRadius,dev_NpValence,min_MeltingT,mode_SpaceGroupNumber,sum_NpValence,mode_NValence,max_MendeleevNumber,dev_NdValence,avg_CovalentRadius,avg_NpValence,min_AtomicWeight,min_SpaceGroupNumber,min_GSvolume_pa,mode_Column,min_Number,sum_SpaceGroupNumber,mode_NpUnfilled,sum_MeltingT,mode_NpValence,avg_MeltingT,mode_NUnfilled,avg_SpaceGroupNumber,avg_NdValence,range_SpaceGroupNumber,sum_CovalentRadius,sum_Column,max_NpValence,dev_SpaceGroupNumber,max_Column,sum_NdValence,sum_GSbandgap,range_NpValence,avg_MendeleevNumber,sum_MendeleevNumber,dev_CovalentRadius,max_NValence,sum_NpUnfilled,range_Column,max_GSbandgap,range_GSbandgap,dev_Column,max_NdValence,max_MeltingT,dev_GSbandgap,range_NdValence
Ag1 I1 O3,-0.713068665,15.9994,3.44,2.982,0.5495999999999999,14.91,2.0,9.105,66.0,1.51,15.2,0.72,87.0,54.8,8.0,66.0,1.36,54.8,12.0,17.0,6.0,96.0,4.800000000000001,96.4,3.4,15.9994,12.0,9.105,16.0,8.0,325.0,2.0,1786.1800000000003,4.0,357.236,2.0,65.0,4.0,213.0,482.0,76.0,5.0,64.0,17.0,20.0,1.062,5.0,84.4,422.0,36.48,17.0,7.0,6.0,1.062,1.062,1.6800000000000004,10.0,1234.93,0.33984,10.0
Ag1 N1 O3,-0.680663545,15.9994,3.44,3.0580000000000003,0.4583999999999999,15.29,2.0,9.105,66.0,1.51,14.8,0.7200000000000001,87.0,54.8,8.0,66.0,1.2000000000000002,54.8,12.0,15.0,6.0,87.0,3.2,82.80000000000001,3.0,14.0067,12.0,9.105,16.0,7.0,455.0,2.0,1462.38,4.0,292.476,2.0,91.0,2.0,213.0,414.0,74.0,4.0,94.8,16.0,10.0,6.437,4.0,81.6,408.0,24.88000000000001,11.0,9.0,5.0,6.437,6.437,1.5199999999999996,10.0,1234.93,2.0598400000000003,10.0
Ag1 P1 O3,-1.958048158,15.9994,3.44,2.888,0.6624,14.44,2.0,9.105,66.0,1.51,14.8,0.7200000000000001,87.0,54.8,8.0,66.0,1.2000000000000002,54.8,12.0,15.0,6.0,87.0,3.2,90.0,3.0,15.9994,2.0,9.105,16.0,8.0,263.0,2.0,1716.63,4.0,343.326,2.0,52.6,2.0,223.0,450.0,74.0,4.0,68.96,16.0,10.0,1.625,4.0,81.8,409.0,28.8,11.0,9.0,5.0,1.625,1.625,1.5199999999999996,10.0,1234.93,0.52,10.0
Ag1 Sb1 O3,-1.44447467,15.9994,3.44,2.8600000000000003,0.696,14.3,2.0,9.105,66.0,1.51,14.8,0.7200000000000001,87.0,54.8,8.0,66.0,1.2000000000000002,54.8,12.0,15.0,6.0,87.0,4.800000000000001,96.4,3.0,15.9994,12.0,9.105,16.0,8.0,427.0,2.0,2303.11,4.0,460.622,2.0,85.4,4.0,213.0,482.0,74.0,4.0,88.08000000000001,16.0,20.0,0.0,4.0,82.19999999999999,411.0,36.48,15.0,9.0,5.0,0.0,0.0,1.5199999999999996,10.0,1234.93,0.0,10.0
Ag1 Te1 O3,-1.146425267,15.9994,3.44,2.87,0.6839999999999999,14.35,2.0,9.105,66.0,1.51,15.0,0.6399999999999999,87.0,54.8,8.0,66.0,1.2799999999999998,54.8,12.0,16.0,6.0,90.0,4.800000000000001,96.2,3.2,15.9994,12.0,9.105,16.0,8.0,413.0,2.0,2121.99,4.0,424.398,2.0,82.60000000000001,4.0,213.0,481.0,75.0,4.0,84.72,16.0,20.0,0.464,4.0,83.19999999999999,416.0,36.24,16.0,8.0,5.0,0.464,0.464,1.6,10.0,1234.93,0.14848,10.0
Al3 B1 C1,-0.098011379,26.9815386,2.55,1.884,0.3288,9.42,3.0,16.48,121.0,0.9399999999999996,13.2,0.3200000000000001,73.0,933.47,13.0,76.0,0.3200000000000001,933.47,225.0,6.0,3.0,77.0,0.0,104.6,1.2000000000000002,10.811,166.0,5.64,13.0,5.0,1035.0,5.0,8971.41,1.0,1794.2820000000002,5.0,207.0,0.0,59.0,523.0,66.0,2.0,21.6,14.0,0.0,6.0200000000000005,1.0,73.6,368.0,19.68,4.0,24.0,1.0,4.496,4.496,0.3200000000000007,0.0,3823.0,1.4448,0.0
Al1 Fe3 C1,-0.160212901,55.845,2.55,1.93,0.248,9.65,4.0,10.73,132.0,0.9399999999999996,10.2,2.16,55.0,1811.0,26.0,76.0,0.72,933.47,229.0,3.0,8.0,77.0,2.88,118.6,0.6000000000000001,12.0107,194.0,5.64,8.0,6.0,1106.0,0.0,10189.47,0.0,2037.894,4.0,221.2,3.6,35.0,593.0,51.0,2.0,10.879999999999992,14.0,18.0,4.496,2.0,63.0,315.0,17.039999999999992,8.0,9.0,6.0,4.496,4.496,2.64,6.0,3823.0,1.43872,6.0
Al1 Fe3 H1,-0.205004722,55.845,2.2,1.8600000000000003,0.1360000000000001,9.3,4.0,10.73,132.0,0.5900000000000001,7.6,1.6,55.0,1811.0,26.0,31.0,0.32,14.01,229.0,1.0,8.0,92.0,2.88,109.6,0.2,1.00794,194.0,6.615,8.0,1.0,1106.0,0.0,6380.4800000000005,0.0,1276.0959999999998,4.0,221.2,3.6,35.0,548.0,38.0,1.0,10.879999999999992,13.0,18.0,7.853,1.0,66.0,330.0,31.439999999999998,8.0,5.0,12.0,7.853,7.853,2.64,6.0,1811.0,2.51296,6.0
Al1 In1 S3,-1.001912953,32.065,2.58,2.226,0.4248,11.13,3.0,25.786875,105.0,0.97,14.8,1.44,88.0,388.36,16.0,105.0,1.44,388.36,70.0,14.0,6.0,88.0,3.2,115.6,2.8,26.9815386,70.0,16.48,16.0,13.0,574.0,2.0,2528.3,4.0,505.66,2.0,114.8,2.0,155.0,578.0,74.0,4.0,53.760000000000005,16.0,10.0,6.606,3.0,82.4,412.0,12.720000000000002,13.0,16.0,3.0,2.202,2.202,1.44,10.0,933.47,1.05696,10.0
Al1 In1 Se3,-0.863921058,78.96,2.55,2.208,0.4103999999999998,11.04,4.0,25.92,120.0,0.9399999999999996,14.8,1.44,89.0,494.0,34.0,120.0,1.44,429.75,14.0,14.0,16.0,89.0,3.2,124.6,2.8,26.9815386,14.0,16.48,16.0,13.0,406.0,2.0,2845.2200000000003,4.0,569.044,2.0,81.2,8.0,211.0,623.0,74.0,4.0,80.64000000000001,16.0,40.0,2.397,3.0,83.0,415.0,6.960000000000005,16.0,16.0,3.0,0.799,0.799,1.44,10.0,933.47,0.38352,10.0
Al1 Si1 Te3,-0.332382316,127.6,2.1,1.962,0.1656,9.81,5.0,34.7633333333,138.0,0.49,15.0,1.2000000000000002,90.0,722.66,52.0,111.0,1.2000000000000002,722.66,152.0,15.0,16.0,90.0,4.800000000000001,129.2,3.0,26.9815386,152.0,16.48,16.0,13.0,908.0,2.0,4788.450000000001,4.0,957.69,2.0,181.6,6.0,75.0,646.0,75.0,4.0,35.52,16.0,30.0,2.165,3.0,84.2,421.0,10.560000000000002,16.0,15.0,3.0,0.773,0.773,1.2000000000000002,10.0,1687.0,0.1732,10.0
As1 Cl3 O1,-1.156074951,35.453,3.44,3.02,0.3360000000000001,15.1,3.0,24.4975,102.0,1.2599999999999998,16.4,0.72,94.0,171.6,17.0,66.0,0.72,54.8,64.0,22.0,7.0,94.0,3.2,98.2,4.4,15.9994,12.0,9.105,17.0,8.0,370.0,1.0,1659.6,5.0,331.92,1.0,74.0,2.0,154.0,491.0,82.0,5.0,36.8,17.0,10.0,7.478999999999999,2.0,90.6,453.0,12.88,15.0,8.0,2.0,2.493,2.493,0.7200000000000003,10.0,1090.0,1.19664,10.0
Ba3 Bi1 N1,-0.848847363,137.327,3.04,1.5460000000000005,0.7872,7.729999999999999,6.0,63.59,215.0,2.15,7.2,1.44,9.0,1000.0,56.0,71.0,1.44,63.05,229.0,6.0,2.0,86.0,3.2,172.79999999999998,1.2000000000000002,14.0067,12.0,14.76875,2.0,7.0,893.0,0.0,3607.45,0.0,721.49,0.0,178.60000000000002,2.0,217.0,864.0,36.0,3.0,66.63999999999999,15.0,10.0,6.437,3.0,39.0,195.0,50.64000000000001,29.0,6.0,13.0,6.437,6.437,6.24,10.0,1000.0,2.0598400000000003,10.0
Ba3 Ge1 O1,-1.439800086,137.327,3.44,1.624,0.8808,8.12,6.0,63.59,215.0,2.55,7.2,1.44,9.0,1000.0,56.0,66.0,1.44,54.8,229.0,6.0,2.0,87.0,3.2,166.2,1.2000000000000002,15.9994,12.0,9.105,2.0,8.0,924.0,0.0,4266.2,0.0,853.24,0.0,184.8,2.0,217.0,831.0,36.0,4.0,69.11999999999999,16.0,10.0,0.383,4.0,38.6,193.0,58.56,14.0,6.0,14.0,0.383,0.383,6.24,10.0,1211.4,0.12256,10.0
Ba3 Na1 N1,-0.331969978,137.327,3.04,1.3280000000000003,0.6848000000000002,6.640000000000001,6.0,63.59,215.0,2.15,4.4,0.96,9.0,1000.0,56.0,71.0,0.96,63.05,229.0,3.0,2.0,82.0,0.0,176.39999999999998,0.6000000000000001,14.0067,194.0,14.76875,2.0,7.0,1110.0,0.0,3433.92,0.0,686.784,0.0,222.00000000000003,0.0,35.0,882.0,22.0,3.0,11.199999999999982,15.0,0.0,6.437,3.0,22.200000000000003,111.0,46.32000000000001,5.0,3.0,14.0,6.437,6.437,4.24,0.0,1000.0,2.0598400000000003,0.0
Ba3 Pb1 O1,-1.492387527,137.327,3.44,1.6880000000000002,0.9576,8.44,6.0,63.59,215.0,2.55,7.2,1.44,9.0,1000.0,56.0,66.0,1.44,54.8,229.0,6.0,2.0,87.0,3.2,171.39999999999998,1.2000000000000002,15.9994,12.0,9.105,2.0,8.0,924.0,0.0,3655.41,0.0,731.0820000000001,0.0,184.8,2.0,217.0,857.0,36.0,4.0,69.11999999999999,16.0,10.0,0.0,4.0,39.0,195.0,52.32000000000001,28.0,6.0,14.0,0.0,0.0,6.24,10.0,1000.0,0.0,10.0
Ba3 Sb1 N1,-0.925612946,137.327,3.04,1.552,0.7944,7.76,6.0,63.59,215.0,2.15,7.2,1.44,9.0,1000.0,56.0,71.0,1.44,63.05,229.0,6.0,2.0,85.0,3.2,171.0,1.2000000000000002,14.0067,166.0,14.76875,2.0,7.0,1047.0,0.0,3966.83,0.0,793.366,0.0,209.40000000000003,2.0,63.0,855.0,36.0,3.0,23.51999999999999,15.0,10.0,6.437,3.0,38.8,194.0,52.8,15.0,6.0,13.0,6.437,6.437,6.24,10.0,1000.0,2.0598400000000003,10.0
Ba3 Si1 O1,-1.316792708,137.327,3.44,1.602,0.8544,8.01,6.0,63.59,215.0,2.55,7.2,1.44,9.0,1000.0,56.0,66.0,1.44,54.8,229.0,6.0,2.0,87.0,0.0,164.39999999999998,1.2000000000000002,15.9994,12.0,9.105,2.0,8.0,926.0,0.0,4741.8,0.0,948.36,0.0,185.2,0.0,217.0,822.0,36.0,4.0,69.28,16.0,0.0,0.773,4.0,38.400000000000006,192.0,60.72,6.0,6.0,14.0,0.773,0.773,6.24,0.0,1687.0,0.24736,0.0
Ba3 Sn1 O1,-1.531505142,137.327,3.44,1.614,0.8688,8.07,6.0,63.59,215.0,2.55,7.2,1.44,9.0,1000.0,56.0,66.0,1.44,54.8,229.0,6.0,2.0,87.0,3.2,170.0,1.2000000000000002,15.9994,12.0,9.105,2.0,8.0,840.0,0.0,3559.88,0.0,711.976,0.0,168.00000000000003,2.0,217.0,850.0,36.0,4.0,73.19999999999999,16.0,10.0,0.0,4.0,38.8,194.0,54.0,14.0,6.0,14.0,0.0,0.0,6.24,10.0,1000.0,0.0,10.0
Ba1 Bi1 O3,-2.233427011,15.9994,3.44,2.646,0.9528,13.23,2.0,9.105,66.0,2.55,13.0,0.7200000000000001,87.0,54.8,8.0,66.0,1.2000000000000002,54.8,12.0,15.0,6.0,87.0,3.2,112.2,3.0,15.9994,12.0,9.105,16.0,8.0,277.0,2.0,1708.8000000000002,4.0,341.76,2.0,55.400000000000006,2.0,217.0,561.0,65.0,4.0,69.44,16.0,10.0,0.0,4.0,71.19999999999999,356.0,55.44,29.0,9.0,14.0,0.0,0.0,4.4,10.0,1000.0,0.0,10.0
Ba1 Bi1 Se3,-1.31719969,78.96,2.55,2.112,0.5255999999999998,10.56,4.0,25.92,120.0,1.6599999999999997,13.0,0.7200000000000001,89.0,494.0,34.0,120.0,1.2000000000000002,494.0,14.0,15.0,16.0,89.0,3.2,144.6,3.0,78.96,12.0,25.92,16.0,34.0,283.0,2.0,3026.4,4.0,605.28,2.0,56.6,8.0,217.0,723.0,65.0,4.0,68.96000000000001,16.0,40.0,2.397,4.0,72.4,362.0,29.52,29.0,9.0,14.0,0.799,0.799,4.4,10.0,1000.0,0.38352,10.0
Ba1 C1 O3,-2.683242692,15.9994,3.44,2.752,0.8256,13.76,2.0,9.105,66.0,2.55,12.8,0.8,87.0,54.8,8.0,66.0,1.44,54.8,12.0,14.0,6.0,87.0,0.0,97.8,2.8,12.0107,12.0,5.64,16.0,6.0,459.0,2.0,4987.4,4.0,997.48,2.0,91.8,0.0,217.0,489.0,64.0,4.0,95.76,16.0,0.0,4.496,4.0,69.39999999999999,347.0,46.88000000000001,6.0,10.0,14.0,4.496,4.496,4.319999999999999,0.0,3823.0,1.43872,0.0
Ba1 Ce1 O3,-3.589836753,15.9994,3.44,2.466,1.1687999999999998,12.33,2.0,9.105,66.0,2.55,10.6,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,0.32,123.4,2.4,15.9994,12.0,9.105,16.0,8.0,459.0,2.0,2235.4,4.0,447.08,2.0,91.8,0.2,217.0,617.0,53.0,4.0,95.76,16.0,1.0,0.0,4.0,56.99999999999999,285.0,68.88,6.0,6.0,14.0,0.0,0.0,6.48,1.0,1071.0,0.0,1.0
Ba1 Co1 O3,-2.047858012,15.9994,3.44,2.6180000000000003,0.9864,13.09,2.0,9.105,66.0,2.55,11.8,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,2.24,107.8,2.4,15.9994,12.0,9.105,16.0,8.0,459.0,2.0,2932.4,4.0,586.48,2.0,91.8,1.4,217.0,539.0,59.0,4.0,95.76,16.0,7.0,0.0,4.0,65.6,328.0,50.16,9.0,6.0,14.0,0.0,0.0,5.04,7.0,1768.0,0.0,7.0
Ba1 Fe1 O3,-2.15028113,15.9994,3.44,2.608,0.9984,13.04,2.0,9.105,66.0,2.55,11.6,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,1.92,109.0,2.4,15.9994,12.0,9.105,16.0,8.0,494.0,2.0,2975.4,4.0,595.08,2.0,98.8,1.2000000000000002,217.0,545.0,58.0,4.0,104.16,16.0,6.0,0.0,4.0,65.0,325.0,51.60000000000001,8.0,6.0,14.0,0.0,0.0,5.279999999999999,6.0,1811.0,0.0,6.0
Ba1 Ge3 Ir1,-0.524893119,72.64,2.2,1.824,0.3736,9.12,4.0,23.005,120.0,1.31,10.6,1.92,79.0,1211.4,32.0,120.0,0.96,1000.0,225.0,6.0,14.0,79.0,3.12,143.2,1.2,72.64,225.0,14.21,14.0,32.0,1129.0,4.0,7373.200000000001,2.0,1474.64,4.0,225.8,7.4,4.0,716.0,53.0,2.0,1.280000000000007,14.0,37.0,1.149,2.0,61.2,306.0,28.71999999999999,23.0,12.0,12.0,0.383,0.383,4.08,10.0,2739.0,0.18384,10.0
Ba1 Ge3 Pd1,-0.570319617,72.64,2.2,1.824,0.3736,9.12,4.0,23.005,120.0,1.31,10.8,1.92,79.0,1211.4,32.0,120.0,0.96,1000.0,225.0,6.0,14.0,79.0,3.2,142.8,1.2,72.64,225.0,14.41,14.0,32.0,1129.0,4.0,6462.250000000001,2.0,1292.45,4.0,225.8,8.0,4.0,714.0,54.0,2.0,1.280000000000007,14.0,40.0,1.149,2.0,61.6,308.0,28.88000000000001,14.0,12.0,12.0,0.383,0.383,3.84,10.0,1828.05,0.18384,10.0
Ba1 Ge3 Pt1,-0.632367121,72.64,2.28,1.84,0.38,9.2,4.0,23.005,120.0,1.3899999999999997,10.8,1.92,79.0,1211.4,32.0,120.0,0.96,1000.0,225.0,6.0,14.0,79.0,3.12,142.2,1.2,72.64,225.0,15.02,14.0,32.0,1129.0,4.0,6675.6,2.0,1335.12,4.0,225.8,7.8,4.0,711.0,54.0,2.0,1.280000000000007,14.0,39.0,1.149,2.0,61.8,309.0,29.119999999999997,24.0,12.0,12.0,0.383,0.383,3.84,10.0,2041.4,0.18384,10.0
Ba1 Ge3 Rh1,-0.562918801,72.64,2.28,1.84,0.38,9.2,4.0,23.005,120.0,1.3899999999999997,10.6,1.92,79.0,1211.4,32.0,120.0,0.96,1000.0,225.0,6.0,14.0,79.0,3.04,143.4,1.2,72.64,225.0,13.64,14.0,32.0,1129.0,4.0,6871.200000000001,2.0,1374.24,4.0,225.8,7.6,4.0,717.0,53.0,2.0,1.280000000000007,14.0,38.0,1.149,2.0,61.0,305.0,28.640000000000004,14.0,12.0,12.0,0.383,0.383,4.08,10.0,2237.0,0.18384,10.0
Ba1 Ge1 Au3,-0.511960961,196.966569,2.54,2.104,0.5232,10.52,6.0,16.7,136.0,1.65,9.8,1.2800000000000002,66.0,1337.33,79.0,120.0,0.6400000000000001,1000.0,225.0,2.0,25.0,79.0,3.2,148.6,0.4,72.64,225.0,16.7,11.0,32.0,1129.0,0.0,6223.389999999999,0.0,1244.678,1.0,225.8,8.0,4.0,743.0,49.0,2.0,1.280000000000007,14.0,40.0,0.383,2.0,57.2,286.0,26.559999999999995,25.0,4.0,12.0,0.383,0.383,3.12,10.0,1337.33,0.12256,10.0
Ba1 Ge1 O3,-2.696001212,15.9994,3.44,2.644,0.9552,13.22,2.0,9.105,66.0,2.55,12.8,0.8,87.0,54.8,8.0,66.0,1.44,54.8,12.0,14.0,6.0,87.0,3.2,106.6,2.8,15.9994,12.0,9.105,16.0,8.0,490.0,2.0,2375.8,4.0,475.16,2.0,98.0,2.0,217.0,533.0,64.0,4.0,103.20000000000002,16.0,10.0,0.383,4.0,69.8,349.0,48.72,14.0,10.0,14.0,0.383,0.383,4.319999999999999,10.0,1211.4,0.12256,10.0
Ba1 Ge1 S3,-1.432722363,32.065,2.58,2.128,0.5424,10.64,3.0,25.786875,105.0,1.69,12.8,0.8,88.0,388.36,16.0,105.0,1.44,388.36,70.0,14.0,6.0,88.0,3.2,130.0,2.8,32.065,70.0,23.005,16.0,16.0,664.0,2.0,3376.48,4.0,675.296,2.0,132.8,2.0,159.0,650.0,64.0,4.0,75.36,16.0,10.0,6.989,4.0,70.4,352.0,34.0,14.0,10.0,14.0,2.202,2.202,4.319999999999999,10.0,1211.4,0.96504,10.0
Ba1 Hf1 O3,-3.786714651,15.9994,3.44,2.502,1.1256,12.51,2.0,9.105,66.0,2.55,10.8,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,0.6400000000000001,117.6,2.4,15.9994,12.0,9.105,16.0,8.0,459.0,2.0,3670.4,4.0,734.08,2.0,91.8,0.4,217.0,588.0,54.0,4.0,95.76,16.0,2.0,0.0,4.0,63.0,315.0,61.92,18.0,6.0,14.0,0.0,0.0,6.24,2.0,2506.0,0.0,2.0
Ba1 Hf1 S3,-2.139200686,32.065,2.58,1.986,0.7127999999999999,9.93,3.0,25.786875,105.0,1.69,10.8,0.96,88.0,388.36,16.0,105.0,1.92,388.36,70.0,12.0,6.0,88.0,0.6400000000000001,141.0,2.4,32.065,70.0,22.2,16.0,16.0,633.0,2.0,4671.08,4.0,934.216,2.0,126.6,0.4,159.0,705.0,54.0,4.0,67.92,16.0,2.0,6.606,4.0,63.6,318.0,43.2,18.0,6.0,14.0,2.202,2.202,6.24,2.0,2506.0,1.05696,2.0
Ba1 Li1 H3,-0.609492011,1.00794,2.2,1.694,0.6072000000000002,8.47,1.0,6.615,31.0,1.31,1.2000000000000002,0.0,92.0,14.01,1.0,31.0,0.0,14.01,194.0,0.0,1.0,92.0,0.0,87.19999999999999,0.0,1.00794,194.0,6.615,1.0,1.0,1040.0,0.0,1495.72,0.0,299.144,1.0,208.0,0.0,35.0,436.0,6.0,0.0,16.8,2.0,0.0,23.559,0.0,57.2,286.0,67.44,2.0,0.0,1.0,7.853,7.853,0.3200000000000001,0.0,1000.0,3.76944,0.0
Ba1 Mg1 In3,-0.339875469,114.818,1.78,1.508,0.3264,7.54,5.0,24.26,142.0,0.89,8.6,2.4000000000000004,75.0,429.75,49.0,141.0,0.48,429.75,139.0,3.0,13.0,75.0,4.800000000000001,156.4,0.6,24.305,139.0,22.89,13.0,12.0,840.0,5.0,3212.25,1.0,642.45,5.0,168.0,6.0,90.0,782.0,43.0,1.0,34.8,13.0,30.0,0.0,1.0,60.400000000000006,302.0,23.440000000000005,13.0,15.0,11.0,0.0,0.0,5.28,10.0,1000.0,0.0,10.0
