composition,band_gap (eV),sum_MeltingT,mode_NpUnfilled,sum_NpValence,avg_Electronegativity,max_Electronegativity,mode_NUnfilled,max_NpValence,mode_NpValence,min_MeltingT,avg_NpValence,mode_Column,max_Column,mode_Electronegativity,avg_MeltingT,dev_NpValence,mode_GSvolume_pa,mode_NValence,min_GSvolume_pa,range_Column,sum_Column,mode_MendeleevNumber,max_MendeleevNumber,sum_Electronegativity,mode_MeltingT,range_SpaceGroupNumber,mode_Number,mode_AtomicWeight,dev_SpaceGroupNumber,dev_Column,sum_MendeleevNumber,avg_Column,avg_MendeleevNumber,range_MendeleevNumber,dev_NdValence,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled
K1 Sr1 I3,3.9993,2547.08,1.0,15.0,1.95,2.66,1.0,5.0,5.0,336.53,3.0,17.0,17.0,2.66,509.416,2.4000000000000004,43.015,17.0,43.015,16.0,54.0,96.0,96.0,9.75,386.85,165.0,53.0,126.90447,78.24000000000001,7.44,299.0,10.8,59.8,93.0,4.800000000000001,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
K1 Ta1 O3,2.0995,3790.93,2.0,12.0,2.528,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,758.186,1.92,9.105,6.0,9.105,15.0,54.0,87.0,87.0,12.64,54.8,217.0,8.0,15.9994,104.16,6.24,312.0,10.8,62.4,84.0,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
K1 Ta1 Te3,0.4922,5794.51,2.0,12.0,1.7240000000000002,2.1,2.0,4.0,4.0,336.53,2.4,16.0,16.0,2.1,1158.902,1.92,34.7633333333,16.0,18.12,15.0,54.0,90.0,90.0,8.620000000000001,722.66,77.0,52.0,127.6,36.96000000000001,6.24,321.0,10.8,64.2,87.0,4.08,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
K1 Tc1 O3,0.0,2930.93,2.0,12.0,2.608,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,586.186,1.92,9.105,6.0,9.105,15.0,56.0,87.0,87.0,13.04,54.8,217.0,8.0,15.9994,95.76,5.76,317.0,11.2,63.4,84.0,1.6,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
K1 U1 O3,0.4454,1908.93,2.0,12.0,2.504,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,381.786,1.92,9.105,6.0,9.105,15.0,52.0,87.0,87.0,12.52,54.8,217.0,8.0,15.9994,65.36000000000001,6.720000000000001,284.0,10.4,56.8,84.0,0.32,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
K1 V1 Cl3,0.3342,3034.33,1.0,15.0,2.386,3.16,1.0,5.0,5.0,171.6,3.0,17.0,17.0,3.16,606.866,2.4000000000000004,24.4975,7.0,13.01,16.0,57.0,94.0,94.0,11.93,171.6,165.0,17.0,35.453,79.2,6.720000000000001,331.0,11.4,66.2,91.0,0.96,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
K1 V1 F3,2.0759,2680.03,1.0,15.0,2.878,3.98,1.0,5.0,5.0,53.5,3.0,17.0,17.0,3.98,536.006,2.4000000000000004,9.7075,7.0,9.7075,16.0,57.0,93.0,93.0,14.39,53.5,214.0,9.0,18.9984032,102.72,6.720000000000001,328.0,11.4,65.6,90.0,0.96,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
K1 V1 O3,3.046,2683.93,2.0,12.0,2.5540000000000003,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,536.7860000000001,1.92,9.105,6.0,9.105,15.0,54.0,87.0,87.0,12.77,54.8,217.0,8.0,15.9994,104.16,6.24,310.0,10.8,62.0,84.0,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
K1 Zn1 F3,3.6954,1189.71,1.0,15.0,2.882,3.98,1.0,5.0,5.0,53.5,3.0,17.0,17.0,3.98,237.942,2.4000000000000004,9.7075,7.0,9.7075,16.0,64.0,93.0,93.0,14.41,53.5,214.0,9.0,18.9984032,94.32,5.04,351.0,12.8,70.2,90.0,3.2,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
La3 Al1 N1,0.0,4575.52,0.0,4.0,1.5900000000000003,3.04,9.0,3.0,0.0,63.05,0.8,3.0,15.0,1.1,915.104,0.96,36.8975,3.0,14.76875,12.0,37.0,13.0,82.0,7.95,1193.0,31.0,57.0,138.90547,9.919999999999996,5.279999999999999,194.0,7.4,38.8,69.0,0.48,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La3 Al1 O1,0.0,4567.27,0.0,5.0,1.6700000000000002,3.44,9.0,4.0,0.0,54.8,1.0,3.0,16.0,1.1,913.454,1.2000000000000002,36.8975,3.0,9.105,13.0,38.0,13.0,87.0,8.35,1193.0,213.0,57.0,138.90547,60.72000000000001,5.52,199.0,7.6,39.8,74.0,0.48,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002
La3 In1 C1,0.0,7831.75,0.0,3.0,1.526,2.55,9.0,2.0,0.0,429.75,0.6000000000000001,3.0,14.0,1.1,1566.35,0.72,36.8975,3.0,5.64,11.0,36.0,13.0,77.0,7.63,1193.0,55.0,57.0,138.90547,17.6,5.040000000000001,191.0,7.200000000000001,38.2,64.0,2.9600000000000004,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16
La3 In1 Ge1,0.0,5220.15,0.0,3.0,1.418,2.01,9.0,2.0,0.0,429.75,0.6000000000000001,3.0,14.0,1.1,1044.03,0.72,36.8975,3.0,23.005,11.0,36.0,13.0,79.0,7.09,1193.0,86.0,57.0,138.90547,20.08000000000001,5.040000000000001,193.0,7.200000000000001,38.6,66.0,4.32,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16
La3 In1 N1,0.0,4071.8,0.0,4.0,1.624,3.04,9.0,3.0,0.0,63.05,0.8,3.0,15.0,1.1,814.36,0.96,36.8975,3.0,14.76875,12.0,37.0,13.0,82.0,8.120000000000001,1193.0,55.0,57.0,138.90547,17.6,5.279999999999999,196.0,7.4,39.2,69.0,2.9600000000000004,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La3 Pb1 C1,0.0,8002.61,0.0,4.0,1.636,2.55,9.0,2.0,0.0,600.61,0.8,3.0,14.0,1.1,1600.522,0.96,36.8975,3.0,5.64,11.0,37.0,13.0,81.0,8.18,1193.0,31.0,57.0,138.90547,9.919999999999996,5.28,197.0,7.4,39.4,68.0,2.9600000000000004,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La3 Sn1 C1,0.0,7907.08,0.0,4.0,1.562,2.55,9.0,2.0,0.0,505.08,0.8,3.0,14.0,1.1,1581.416,0.96,36.8975,3.0,5.64,11.0,37.0,13.0,80.0,7.81,1193.0,53.0,57.0,138.90547,16.959999999999997,5.28,196.0,7.4,39.2,67.0,2.9600000000000004,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La3 Sn1 N1,0.0,4147.13,0.0,5.0,1.66,3.04,9.0,3.0,0.0,63.05,1.0,3.0,15.0,1.1,829.4259999999999,1.2000000000000002,36.8975,3.0,14.76875,12.0,38.0,13.0,82.0,8.3,1193.0,53.0,57.0,138.90547,16.959999999999997,5.5200000000000005,201.0,7.6,40.2,69.0,2.9600000000000004,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
Nd1 Ni1 Sb3,0.0,5733.34,3.0,9.0,1.84,2.05,3.0,3.0,3.0,903.78,1.7999999999999998,15.0,15.0,2.05,1146.668,1.44,31.56,15.0,10.32,12.0,58.0,85.0,85.0,9.2,903.78,59.0,51.0,121.76,20.880000000000003,4.08,335.0,11.6,67.0,66.0,3.04,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
Nd1 Rh1 O3,0.6487,3695.4,2.0,12.0,2.748,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,739.08,1.92,9.105,6.0,9.105,13.0,60.0,87.0,87.0,13.74,54.8,213.0,8.0,15.9994,94.8,4.800000000000001,339.0,12.0,67.8,68.0,2.5600000000000005,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Nd1 Sc1 O3,4.3025,3272.4,2.0,12.0,2.564,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,654.48,1.92,9.105,6.0,9.105,13.0,54.0,87.0,87.0,12.82,54.8,182.0,8.0,15.9994,87.36000000000001,6.24,291.0,10.8,58.2,76.0,0.32,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Nd1 Sc1 S3,1.8593,4273.08,2.0,12.0,2.048,2.58,2.0,4.0,4.0,388.36,2.4,16.0,16.0,2.58,854.616,1.92,25.786875,6.0,22.235,13.0,54.0,88.0,88.0,10.24,388.36,124.0,16.0,32.065,59.52,6.24,294.0,10.8,58.8,77.0,0.32,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Nd1 Si3 Ir1,0.0,9094.0,4.0,6.0,1.808,2.2,4.0,2.0,2.0,1294.0,1.2,14.0,14.0,1.9,1818.8,0.96,20.44,4.0,14.21,11.0,54.0,78.0,78.0,9.04,1687.0,33.0,14.0,28.0855,10.4,3.84,313.0,10.8,62.6,59.0,2.24,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Nd1 Si3 Os1,0.0,9661.0,4.0,6.0,1.808,2.2,4.0,2.0,2.0,1294.0,1.2,14.0,14.0,1.9,1932.2,0.96,20.44,4.0,14.09,11.0,53.0,78.0,78.0,9.04,1687.0,33.0,14.0,28.0855,15.839999999999998,4.08,310.0,10.6,61.99999999999999,59.0,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Nd1 Si3 Rh1,0.0,8592.0,4.0,6.0,1.824,2.28,4.0,2.0,2.0,1294.0,1.2,14.0,14.0,1.9,1718.4,0.96,20.44,4.0,13.64,11.0,54.0,78.0,78.0,9.12,1687.0,33.0,14.0,28.0855,10.4,3.84,312.0,10.8,62.39999999999999,59.0,2.5600000000000005,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Nd1 Si1 Pt3,0.0,9105.2,0.0,2.0,1.976,2.28,2.0,2.0,0.0,1294.0,0.4,10.0,14.0,2.28,1821.04,0.6400000000000001,15.02,24.0,15.02,11.0,47.0,63.0,78.0,9.88,2041.4,33.0,78.0,195.084,10.079999999999991,2.56,286.0,9.4,57.2,59.0,4.32,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002
Nd1 Sn3 Ru1,0.0,5416.24,4.0,6.0,1.844,2.2,4.0,2.0,2.0,505.08,1.2,14.0,14.0,1.96,1083.248,0.96,33.285,14.0,13.51,11.0,53.0,80.0,80.0,9.22,505.08,53.0,50.0,118.71,25.44,4.08,315.0,10.6,63.0,61.0,3.12,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Nd1 V1 O3,1.0341,3641.4,2.0,12.0,2.6180000000000003,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,728.2800000000001,1.92,9.105,6.0,9.105,13.0,56.0,87.0,87.0,13.09,54.8,217.0,8.0,15.9994,95.76,5.76,326.0,11.2,65.2,68.0,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Ni1 C1 O3,0.0,5715.4,2.0,14.0,2.956,3.44,2.0,4.0,4.0,54.8,2.8,16.0,16.0,3.44,1143.08,1.44,9.105,6.0,5.64,6.0,72.0,87.0,87.0,14.78,54.8,213.0,8.0,15.9994,94.8,1.92,399.0,14.4,79.8,26.0,2.5600000000000005,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ni1 Pb1 O3,0.0,2493.01,2.0,14.0,2.912,3.44,2.0,4.0,4.0,54.8,2.8,16.0,16.0,3.44,498.602,1.44,9.105,6.0,9.105,6.0,72.0,87.0,87.0,14.56,54.8,213.0,8.0,15.9994,102.24,1.92,403.0,14.4,80.6,26.0,4.32,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ni1 Se1 O3,0.0,2386.4,2.0,16.0,2.956,3.44,2.0,4.0,4.0,54.8,3.2,16.0,16.0,3.44,477.28,1.2799999999999998,9.105,6.0,9.105,6.0,74.0,87.0,89.0,14.78,54.8,213.0,8.0,15.9994,68.0,1.92,411.0,14.8,82.19999999999999,28.0,4.32,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999
Os1 Pb1 O3,0.0,4071.01,2.0,14.0,2.97,3.44,2.0,4.0,4.0,54.8,2.8,16.0,16.0,3.44,814.2020000000001,1.44,9.105,6.0,9.105,8.0,70.0,87.0,87.0,14.85,54.8,213.0,8.0,15.9994,94.8,2.4000000000000004,399.0,14.0,79.8,30.0,3.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
P1 Br3 O1,3.0735,1169.5,1.0,22.0,2.902,3.44,1.0,5.0,5.0,54.8,4.4,17.0,17.0,2.96,233.9,0.72,29.48,17.0,9.105,2.0,82.0,95.0,95.0,14.509999999999998,265.8,62.0,35.0,79.904,27.360000000000003,0.7200000000000003,455.0,16.4,91.0,12.0,4.800000000000001,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
P1 Cl3 O1,4.4933,886.8999999999999,1.0,22.0,3.022,3.44,1.0,5.0,5.0,54.8,4.4,17.0,17.0,3.16,177.38000000000002,0.72,24.4975,7.0,9.105,2.0,82.0,94.0,94.0,15.11,171.6,62.0,17.0,35.453,27.360000000000003,0.7200000000000003,452.0,16.4,90.4,11.0,0.0,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
P1 Pb1 S3,2.3061,2082.99,2.0,17.0,2.452,2.58,2.0,4.0,4.0,317.3,3.4,16.0,16.0,2.58,416.598,0.72,25.786875,6.0,22.5702380952,2.0,77.0,88.0,88.0,12.26,388.36,223.0,16.0,32.065,55.040000000000006,0.72,428.0,15.4,85.6,7.0,3.2,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
P1 Pb1 Se3,1.6645,2399.91,2.0,17.0,2.434,2.55,2.0,4.0,4.0,317.3,3.4,16.0,16.0,2.55,479.982,0.72,25.92,16.0,22.5702380952,2.0,77.0,89.0,89.0,12.169999999999998,494.0,223.0,34.0,78.96,68.48,0.72,431.0,15.4,86.19999999999999,8.0,3.2,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
Pa1 Ag1 O3,0.915,3244.3300000000004,2.0,12.0,2.75,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,648.866,1.92,9.105,6.0,9.105,13.0,62.0,87.0,87.0,13.75,54.8,213.0,8.0,15.9994,81.6,4.32,344.0,12.4,68.8,69.0,3.12,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Pa1 Br3 O1,1.749,2697.2000000000003,1.0,19.0,2.764,3.44,1.0,5.0,5.0,54.8,3.8,17.0,17.0,2.96,539.44,1.52,29.48,17.0,9.105,14.0,70.0,95.0,95.0,13.82,265.8,127.0,35.0,79.904,28.160000000000004,4.4,390.0,14.0,78.0,77.0,4.5600000000000005,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Pa1 Hg1 O3,0.0,2243.7200000000003,2.0,12.0,2.764,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,448.744,1.92,9.105,6.0,9.105,13.0,63.0,87.0,87.0,13.82,54.8,154.0,8.0,15.9994,67.44,4.08,350.0,12.6,70.0,69.0,3.12,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Pa1 Tl1 O3,2.6427,2586.4,2.0,13.0,2.688,3.44,2.0,4.0,4.0,54.8,2.6,16.0,16.0,3.44,517.28,1.6800000000000002,9.105,6.0,9.105,13.0,64.0,87.0,87.0,13.44,54.8,182.0,8.0,15.9994,74.16,3.92,355.0,12.8,71.0,69.0,3.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12
Pb1 C1 O3,3.3293,4588.009999999999,2.0,16.0,3.04,3.44,2.0,4.0,4.0,54.8,3.2,16.0,16.0,3.44,917.602,0.96,9.105,6.0,5.64,2.0,76.0,87.0,87.0,15.2,54.8,213.0,8.0,15.9994,94.8,0.9600000000000002,419.0,15.2,83.8,10.0,3.2,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Pb1 Se1 O3,3.3672,1259.0100000000002,2.0,18.0,3.04,3.44,2.0,4.0,4.0,54.8,3.6,16.0,16.0,3.44,251.802,0.6399999999999999,9.105,6.0,9.105,2.0,78.0,87.0,89.0,15.2,54.8,213.0,8.0,15.9994,68.0,0.6400000000000002,431.0,15.6,86.19999999999999,8.0,4.800000000000001,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002,0.6400000000000002
Pd1 Se1 O3,1.0589,2486.4500000000003,2.0,16.0,3.014,3.44,2.0,4.0,4.0,54.8,3.2,16.0,16.0,3.44,497.29,1.2799999999999998,9.105,6.0,9.105,6.0,74.0,87.0,89.0,15.07,54.8,213.0,8.0,15.9994,68.0,1.92,412.0,14.8,82.4,27.0,4.800000000000001,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999
Pr3 Al1 N1,0.0,4608.52,0.0,4.0,1.608,3.04,11.0,3.0,0.0,63.05,0.8,3.0,15.0,1.13,921.704,0.96,35.675,5.0,14.76875,12.0,37.0,17.0,82.0,8.04,1204.0,31.0,59.0,140.90765,9.919999999999996,5.279999999999999,206.0,7.4,41.2,65.0,0.0,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Pr3 In1 N1,0.0,4104.8,0.0,4.0,1.642,3.04,11.0,3.0,0.0,63.05,0.8,3.0,15.0,1.13,820.96,0.96,35.675,5.0,14.76875,12.0,37.0,17.0,82.0,8.21,1204.0,55.0,59.0,140.90765,17.6,5.279999999999999,208.0,7.4,41.6,65.0,3.2,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Pr3 In1 O1,0.0,4096.55,0.0,5.0,1.722,3.44,11.0,4.0,0.0,54.8,1.0,3.0,16.0,1.13,819.3100000000001,1.2000000000000002,35.675,5.0,9.105,13.0,38.0,17.0,87.0,8.61,1204.0,182.0,59.0,140.90765,56.88,5.52,213.0,7.6,42.6,70.0,3.2,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002
Pr3 Sn1 N1,0.0,4180.13,0.0,5.0,1.678,3.04,11.0,3.0,0.0,63.05,1.0,3.0,15.0,1.13,836.026,1.2000000000000002,35.675,5.0,14.76875,12.0,38.0,17.0,82.0,8.39,1204.0,53.0,59.0,140.90765,16.959999999999997,5.5200000000000005,213.0,7.6,42.6,65.0,3.2,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
Pr1 Al3 Ag1,0.0,5239.34,5.0,3.0,1.5779999999999998,1.93,5.0,1.0,1.0,933.47,0.6,13.0,13.0,1.61,1047.8680000000002,0.48,16.48,3.0,16.33,10.0,53.0,73.0,73.0,7.89,933.47,31.0,13.0,26.9815386,9.919999999999996,3.039999999999999,301.0,10.6,60.2,56.0,3.2,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004
